,time_step,value_na,value,anomalous,time,time_ms
20,21.0,117.91839181319692,117.91839181319692,0.0,2022-01-27 04:40:17.387761116,1643258417387
21,22.0,75.09370035169651,75.09370035169651,0.0,2022-01-27 04:58:25.337626219,1643259505337
22,23.0,115.01480941274647,115.01480941274647,0.0,2022-01-27 05:16:44.367208481,1643260604367
23,24.0,97.28794832248808,97.28794832248808,0.0,2022-01-27 05:35:04.400529623,1643261704400
24,25.0,79.58763300705428,79.58763300705428,0.0,2022-01-27 05:53:19.894777060,1643262799894
25,26.0,121.12955094929478,121.12955094929478,0.0,2022-01-27 06:11:31.252301693,1643263891252
26,27.0,103.05208334168114,103.05208334168114,0.0,2022-01-27 06:29:51.321040392,1643264991321
27,28.0,44.69764739628748,44.69764739628748,0.0,2022-01-27 06:48:18.683562517,1643266098683
28,29.0,77.18960637732373,77.18960637732373,0.0,2022-01-27 07:06:33.194223881,1643267193194
29,30.0,137.758786481956,137.758786481956,0.0,2022-01-27 07:25:02.311326742,1643268302311
30,31.0,111.19749094465725,111.19749094465725,0.0,2022-01-27 07:43:33.603953838,1643269413603
31,32.0,127.54898671839783,127.54898671839783,0.0,2022-01-27 08:02:00.270771503,1643270520270
32,33.0,32.424772706367946,32.424772706367946,0.0,2022-01-27 08:20:03.557905436,1643271603557
33,34.0,113.11721586497117,113.11721586497117,0.0,2022-01-27 08:38:17.769985437,1643272697769
34,35.0,98.49252347469539,98.49252347469539,0.0,2022-01-27 08:56:37.784483433,1643273797784
35,36.0,134.29444245235834,134.29444245235834,0.0,2022-01-27 09:14:47.815344334,1643274887815
36,37.0,140.77000030550371,242.92714524526463,1.0,2022-01-27 09:33:03.281595945,1643275983281
37,38.0,50.6943926706896,152.85153761045052,1.0,2022-01-27 09:51:18.820261717,1643277078820
38,39.0,142.9108248820766,245.06796982183752,1.0,2022-01-27 10:09:26.181985855,1643278166181
39,40.0,107.45429590746882,209.61144084722974,1.0,2022-01-27 10:27:34.557108402,1643279254557
40,41.0,93.4981310030729,195.6552759428338,1.0,2022-01-27 10:45:42.898692846,1643280342898
41,42.0,80.7987213352335,182.9558662749944,1.0,2022-01-27 11:04:12.321529388,1643281452321
42,43.0,127.87429437438219,230.03143931414309,1.0,2022-01-27 11:22:24.587943077,1643282544587
43,44.0,113.54761206702437,215.7047570067853,1.0,2022-01-27 11:40:59.652278185,1643283659652
44,45.0,128.05729873148024,230.21444367124116,1.0,2022-01-27 11:59:21.773242235,1643284761773
45,46.0,101.63052225784853,203.78766719760944,1.0,2022-01-27 12:17:38.783350706,1643285858783
46,47.0,134.3191943983802,134.3191943983802,0.0,2022-01-27 12:35:55.603388786,1643286955603
47,48.0,141.34915848044062,141.34915848044062,0.0,2022-01-27 12:54:19.630452394,1643288059630
48,49.0,109.8356090054298,109.8356090054298,0.0,2022-01-27 13:12:28.803905010,1643289148803
49,50.0,78.07048165944052,78.07048165944052,0.0,2022-01-27 13:30:44.437733889,1643290244437
50,51.0,128.35202816036602,128.35202816036602,0.0,2022-01-27 13:49:19.784749031,1643291359784
51,52.0,52.3388254171873,52.3388254171873,0.0,2022-01-27 14:07:33.918650150,1643292453918
52,53.0,71.88430299450924,71.88430299450924,0.0,2022-01-27 14:25:45.767238140,1643293545767
53,54.0,67.72367814823428,67.72367814823428,0.0,2022-01-27 14:44:11.183192253,1643294651183
54,55.0,155.22771831079277,155.22771831079277,0.0,2022-01-27 15:02:24.406149149,1643295744406
55,56.0,152.80426173738005,152.80426173738005,0.0,2022-01-27 15:20:38.263459444,1643296838263
56,57.0,122.56731332656996,122.56731332656996,0.0,2022-01-27 15:39:13.670575380,1643297953670
57,58.0,94.82232488107162,94.82232488107162,0.0,2022-01-27 15:57:29.414511919,1643299049414
58,59.0,88.10185085292514,88.10185085292514,0.0,2022-01-27 16:15:49.021577835,1643300149021
59,60.0,139.39693822366652,139.39693822366652,0.0,2022-01-27 16:34:17.601006031,1643301257601
60,61.0,72.16733400041815,72.16733400041815,0.0,2022-01-27 16:52:35.047056913,1643302355047
61,62.0,177.34087305157118,177.34087305157118,0.0,2022-01-27 17:11:03.984977484,1643303463984
62,63.0,133.14905794287031,133.14905794287031,0.0,2022-01-27 17:29:34.954602480,1643304574954
63,64.0,130.29778127208826,130.29778127208826,0.0,2022-01-27 17:47:58.876959801,1643305678876
64,65.0,129.17956311099334,129.17956311099334,0.0,2022-01-27 18:06:33.279973507,1643306793279
65,66.0,118.11408904825257,118.11408904825257,0.0,2022-01-27 18:25:00.044342518,1643307900044
66,67.0,96.34019502013577,96.34019502013577,0.0,2022-01-27 18:43:11.963068485,1643308991963
67,68.0,122.44472958040411,122.44472958040411,0.0,2022-01-27 19:01:27.183920622,1643310087183
68,69.0,100.41714752682054,100.41714752682054,0.0,2022-01-27 19:19:45.895539045,1643311185895
69,70.0,153.81590887789505,153.81590887789505,0.0,2022-01-27 19:37:51.658445358,1643312271658
70,71.0,140.60963184398076,140.60963184398076,0.0,2022-01-27 19:55:54.117091894,1643313354117
71,72.0,94.9845750508107,94.9845750508107,0.0,2022-01-27 20:14:25.454991102,1643314465454
72,73.0,129.34909856064135,129.34909856064135,0.0,2022-01-27 20:32:40.977258444,1643315560977
73,74.0,153.32467703967845,153.32467703967845,0.0,2022-01-27 20:51:01.077740669,1643316661077
74,75.0,129.35229546827517,129.35229546827517,0.0,2022-01-27 21:09:17.688319445,1643317757688
75,76.0,121.27451460793435,121.27451460793435,0.0,2022-01-27 21:27:35.419962406,1643318855419
76,77.0,134.75153590567734,134.75153590567734,0.0,2022-01-27 21:45:53.927870512,1643319953927
77,78.0,95.15579347967181,95.15579347967181,0.0,2022-01-27 22:04:23.683162451,1643321063683
78,79.0,103.92422421860414,103.92422421860414,0.0,2022-01-27 22:22:35.141257048,1643322155141
79,80.0,112.24458673103933,112.24458673103933,0.0,2022-01-27 22:40:40.340377092,1643323240340
80,81.0,103.13585903428498,103.13585903428498,0.0,2022-01-27 22:58:58.708443880,1643324338708
81,82.0,81.24512453101518,81.24512453101518,0.0,2022-01-27 23:17:12.802117348,1643325432802
82,83.0,150.30569862135346,150.30569862135346,0.0,2022-01-27 23:35:30.783329248,1643326530783
83,84.0,153.50398837712268,153.50398837712268,0.0,2022-01-27 23:53:39.869934082,1643327619869
84,85.0,129.49342444121342,129.49342444121342,0.0,2022-01-28 00:11:47.096502066,1643328707096
85,86.0,108.23023429835742,108.23023429835742,0.0,2022-01-28 00:30:08.197855473,1643329808197
86,87.0,139.1536212765587,139.1536212765587,0.0,2022-01-28 00:48:24.231738091,1643330904231
87,88.0,75.4762896384714,75.4762896384714,0.0,2022-01-28 01:06:47.812003374,1643332007812
88,89.0,123.28777092357141,123.28777092357141,0.0,2022-01-28 01:25:03.080499649,1643333103080
89,90.0,125.21848610542835,125.21848610542835,0.0,2022-01-28 01:43:33.903028488,1643334213903
90,91.0,101.90142278420849,101.90142278420849,0.0,2022-01-28 02:02:02.091368675,1643335322091
91,92.0,78.22675865385415,78.22675865385415,0.0,2022-01-28 02:20:32.833874226,1643336432833
92,93.0,115.6890850412524,115.6890850412524,0.0,2022-01-28 02:38:41.595846653,1643337521595
93,94.0,68.64785461923665,68.64785461923665,0.0,2022-01-28 02:56:46.814336300,1643338606814
94,95.0,104.87897037997371,104.87897037997371,0.0,2022-01-28 03:15:05.022947311,1643339705022
95,96.0,121.55558243161718,174.76529326430483,0.0,2022-01-28 03:33:13.339786291,1643340793339
96,97.0,154.21171072040576,207.4214215530934,0.0,2022-01-28 03:51:31.269584417,1643341891269
97,98.0,87.40664730928313,140.61635814197078,0.0,2022-01-28 04:10:03.828539610,1643343003828
98,99.0,122.02488159845521,175.23459243114286,0.0,2022-01-28 04:28:15.368188143,1643344095368
99,100.0,119.72806057525656,172.9377714079442,0.0,2022-01-28 04:46:22.120208979,1643345182120
100,101.0,210.8043818945386,264.0140927272263,0.0,2022-01-28 05:04:43.260838269,1643346283260
101,102.0,147.9820824746053,201.19179330729295,0.0,2022-01-28 05:23:31.822098732,1643347411822
102,103.0,67.40392290830457,120.61363374099221,0.0,2022-01-28 05:41:52.940727949,1643348512940
103,104.0,130.80329161649613,184.01300244918377,0.0,2022-01-28 06:00:30.761602640,1643349630761
104,105.0,122.65194245103172,175.86165328371936,0.0,2022-01-28 06:18:48.905970573,1643350728905
105,106.0,138.82805437670453,192.03776520939218,0.0,2022-01-28 06:37:17.195958614,1643351837195
106,107.0,154.55582562633583,207.76553645902348,0.0,2022-01-28 06:55:38.165211439,1643352938165
107,108.0,105.23039423191685,158.4401050646045,0.0,2022-01-28 07:14:18.058145285,1643354058058
108,109.0,72.45417406902934,125.66388490171698,0.0,2022-01-28 07:32:50.186641455,1643355170186
109,110.0,38.75221141717035,91.961922249858,0.0,2022-01-28 07:51:19.010782957,1643356279010
110,111.0,117.15503773043179,170.36474856311943,0.0,2022-01-28 08:09:57.665191650,1643357397665
111,112.0,153.85464384386685,207.0643546765545,0.0,2022-01-28 08:28:32.231205225,1643358512231
112,113.0,146.58025560223854,279.26342897223327,1.0,2022-01-28 08:46:53.599514723,1643359613599
113,114.0,136.52122355228144,363.2545377825487,1.0,2022-01-28 09:05:17.306949854,1643360717306
114,115.0,130.11806395229053,356.8513781825578,1.0,2022-01-28 09:23:29.881304264,1643361809881
115,116.0,112.61724627023786,339.35056050050514,1.0,2022-01-28 09:41:41.459175587,1643362901459
116,117.0,89.84623580504474,316.579550035312,1.0,2022-01-28 09:59:57.790718079,1643363997790
117,118.0,161.97166693762966,388.7049811678969,1.0,2022-01-28 10:18:13.602876663,1643365093602
118,119.0,156.67048673425893,383.4038009645262,1.0,2022-01-28 10:36:37.358181477,1643366197358
119,120.0,100.79338435707338,327.52669858734066,1.0,2022-01-28 10:54:49.740706444,1643367289740
120,121.0,74.41296581136027,301.14628004162756,1.0,2022-01-28 11:13:05.113345623,1643368385113
121,122.0,127.69677361900963,354.4300878492769,1.0,2022-01-28 11:31:25.461025238,1643369485461
122,123.0,167.55696057923677,394.290274809504,1.0,2022-01-28 11:49:37.206098080,1643370577206
123,124.0,123.64437324981608,350.37768748008335,1.0,2022-01-28 12:07:35.900013447,1643371655900
124,125.0,139.64813615418998,366.38145038445725,1.0,2022-01-28 12:25:47.974115849,1643372747974
125,126.0,129.57307339318982,356.3063876234571,1.0,2022-01-28 12:43:55.331045151,1643373835331
126,127.0,111.07232332543238,258.3321750183926,1.0,2022-01-28 13:02:18.281404495,1643374938281
127,128.0,121.01940926931117,268.2792609622714,1.0,2022-01-28 13:20:22.718794107,1643376022718
128,129.0,117.64235874214361,264.9022104351038,1.0,2022-01-28 13:38:43.828886271,1643377123828
129,130.0,126.67824012264204,273.93809181560226,1.0,2022-01-28 13:57:05.223704576,1643378225223
130,131.0,155.46863128886775,302.72848298182794,1.0,2022-01-28 14:15:20.618643999,1643379320618
131,132.0,171.2207766060796,318.4806282990398,1.0,2022-01-28 14:33:39.873328209,1643380419873
132,133.0,77.79866252766429,225.05851422062446,1.0,2022-01-28 14:51:58.038316250,1643381518038
133,134.0,173.30612093628537,320.56597262924555,1.0,2022-01-28 15:09:57.421653509,1643382597421
134,135.0,119.23364283811988,266.4934945310801,1.0,2022-01-28 15:28:18.004571676,1643383698004
135,136.0,137.0793040553567,284.3391557483169,1.0,2022-01-28 15:46:38.594142675,1643384798594
136,137.0,101.98256284190015,249.24241453486033,1.0,2022-01-28 16:05:07.728913784,1643385907728
137,138.0,161.623558386064,308.8834100790242,1.0,2022-01-28 16:23:38.076782703,1643387018076
138,139.0,149.97113458573114,297.2309862786913,1.0,2022-01-28 16:41:56.188501120,1643388116188
139,140.0,150.09662813599732,297.3564798289575,1.0,2022-01-28 17:00:09.943555593,1643389209943
140,141.0,102.81848064928278,156.02819148197042,0.0,2022-01-28 17:18:43.384617567,1643390323384
141,142.0,164.5298370156627,217.73954784835036,0.0,2022-01-28 17:36:51.167890787,1643391411167
142,143.0,93.89729718453009,147.10700801721774,0.0,2022-01-28 17:55:01.455655336,1643392501455
143,144.0,54.37842806796847,107.58813890065613,0.0,2022-01-28 18:13:31.909195185,1643393611909
144,145.0,147.36836607451258,200.57807690720023,0.0,2022-01-28 18:31:53.067975521,1643394713067
145,146.0,126.61191229820632,179.82162313089398,0.0,2022-01-28 18:50:11.647164345,1643395811647
146,147.0,135.24519792638768,188.45490875907532,0.0,2022-01-28 19:08:39.514906168,1643396919514
147,148.0,117.90588766658756,171.11559849927522,0.0,2022-01-28 19:26:59.640400410,1643398019640
148,149.0,107.48241711848016,160.6921279511678,0.0,2022-01-28 19:45:00.361407518,1643399100361
149,150.0,145.66955625033617,198.87926708302382,0.0,2022-01-28 20:03:12.212288618,1643400192212
150,151.0,133.9525044034483,187.16221523613595,0.0,2022-01-28 20:21:39.300615788,1643401299300
151,152.0,123.59749376459105,176.8072045972787,0.0,2022-01-28 20:39:39.671462536,1643402379671
152,153.0,129.43903507426197,182.6487459069496,0.0,2022-01-28 20:57:59.894859552,1643403479894
153,154.0,97.41714571272232,150.62685654540996,0.0,2022-01-28 21:16:15.363919973,1643404575363
154,155.0,105.73030691132962,158.94001774401727,0.0,2022-01-28 21:34:31.749868631,1643405671749
155,156.0,105.1730250634627,158.38273589615036,0.0,2022-01-28 21:52:46.660443306,1643406766660
156,157.0,157.35133570601926,210.5610465387069,0.0,2022-01-28 22:11:00.635068893,1643407860635
157,158.0,116.51775931333331,169.72747014602098,0.0,2022-01-28 22:29:23.966632366,1643408963966
158,159.0,138.6181915561211,191.82790238880875,0.0,2022-01-28 22:47:50.287206888,1643410070287
159,160.0,134.4498347744363,187.65954560712396,0.0,2022-01-28 23:06:17.867759466,1643411177867
160,161.0,186.6027236348565,355.2064774793592,1.0,2022-01-28 23:24:40.358289719,1643412280358
161,162.0,74.6749188041297,243.27867264863235,1.0,2022-01-28 23:42:44.158169508,1643413364158
162,163.0,148.03021894031028,316.63397278481295,1.0,2022-01-29 00:01:09.542979240,1643414469542
163,164.0,157.0332919920652,325.6370458365679,1.0,2022-01-29 00:19:31.507226229,1643415571507
164,165.0,75.54430075410971,244.1480545986124,1.0,2022-01-29 00:37:52.744239807,1643416672744
165,166.0,126.2486475908839,294.8524014353866,1.0,2022-01-29 00:56:15.974280357,1643417775974
166,167.0,137.5309971333931,306.1347509778958,1.0,2022-01-29 01:14:34.015818118,1643418874015
167,168.0,166.15034123255506,334.75409507705774,1.0,2022-01-29 01:33:04.064901351,1643419984064
168,169.0,103.65429761993677,272.25805146443946,1.0,2022-01-29 01:51:23.297859669,1643421083297
169,170.0,122.54982578120585,291.1535796257085,1.0,2022-01-29 02:09:40.024353266,1643422180024
170,171.0,88.67899655292399,257.2827503974267,1.0,2022-01-29 02:28:07.026753426,1643423287026
171,172.0,155.321485343147,323.9252391876497,1.0,2022-01-29 02:46:23.914128304,1643424383914
172,173.0,198.94260908475522,367.5463629292579,1.0,2022-01-29 03:04:38.716567278,1643425478716
173,174.0,120.98705279172017,349.84830211428925,1.0,2022-01-29 03:22:50.319347143,1643426570319
174,175.0,134.6449016252077,363.5061509477768,1.0,2022-01-29 03:41:18.093493462,1643427678093
175,176.0,128.49370856204888,357.354957884618,1.0,2022-01-29 03:59:50.213302374,1643428790213
176,177.0,151.43861257568338,478.6283814366481,1.0,2022-01-29 04:18:09.526241301,1643429889526
177,178.0,106.8844276052641,434.07419646622884,1.0,2022-01-29 04:36:36.010228395,1643430996010
178,179.0,203.88803741047047,531.0778062714352,1.0,2022-01-29 04:55:19.069570780,1643432119069
179,180.0,156.58918926779205,483.77895812875676,1.0,2022-01-29 05:13:51.943832874,1643433231943
180,181.0,146.27769381111528,473.46746267208,1.0,2022-01-29 05:32:12.192969561,1643434332192
181,182.0,80.17100775704479,407.36077661800954,1.0,2022-01-29 05:50:47.961482286,1643435447961
182,183.0,92.05169167403787,419.2414605350026,1.0,2022-01-29 06:09:09.586621284,1643436549586
183,184.0,93.46916454893223,420.658933409897,1.0,2022-01-29 06:27:28.990499735,1643437648990
184,185.0,138.4414346623152,465.6312035232799,1.0,2022-01-29 06:45:45.420164824,1643438745420
185,186.0,166.60333799093817,493.7931068519029,1.0,2022-01-29 07:04:17.866689205,1643439857866
186,187.0,216.36642034801721,543.5561892089819,1.0,2022-01-29 07:22:40.382811546,1643440960382
187,188.0,155.31225876978448,482.5020276307492,1.0,2022-01-29 07:41:03.282967567,1643442063282
188,189.0,144.67366426669486,471.86343312765956,1.0,2022-01-29 07:59:40.888904095,1643443180888
189,190.0,115.82077510046955,327.61650094961925,1.0,2022-01-29 08:17:59.461018085,1643444279461
190,191.0,148.70089630056503,360.4966221497147,1.0,2022-01-29 08:36:32.863756418,1643445392863
191,192.0,119.77220490774847,331.5679307568982,1.0,2022-01-29 08:54:43.403203964,1643446483403
192,193.0,109.06486255947257,320.8605884086223,1.0,2022-01-29 09:13:17.079704762,1643447597079
193,194.0,110.19135005236791,410.327163473805,1.0,2022-01-29 09:31:29.016276598,1643448689016
194,195.0,144.27352114498316,444.4093345664202,1.0,2022-01-29 09:49:39.680930376,1643449779680
195,196.0,175.57090481197415,377.3781986950156,1.0,2022-01-29 10:07:48.925139427,1643450868925
196,197.0,102.60954010180845,304.4168339848499,1.0,2022-01-29 10:26:22.074199915,1643451982074
197,198.0,146.5175030193912,348.3247969024327,1.0,2022-01-29 10:44:34.675517559,1643453074675
198,199.0,175.12720520910176,376.93449909214326,1.0,2022-01-29 11:02:50.615967274,1643454170615
199,200.0,123.2079852213167,325.01527910435817,1.0,2022-01-29 11:21:13.764020920,1643455273764
200,201.0,133.51904474336246,335.3263386264039,1.0,2022-01-29 11:39:38.507374762,1643456378507
201,202.0,123.92419397350676,237.39140028426084,0.0,2022-01-29 11:57:56.205724955,1643457476205
202,203.0,108.20116111335834,221.6683674241124,0.0,2022-01-29 12:16:24.695547104,1643458584695
203,204.0,182.99261852984762,296.4598248406017,0.0,2022-01-29 12:35:06.145012856,1643459706145
204,205.0,163.61166749208581,277.0788738028399,0.0,2022-01-29 12:53:33.771620035,1643460813771
205,206.0,127.88942142501504,241.3566277357691,0.0,2022-01-29 13:11:43.216889381,1643461903216
206,207.0,188.473181123591,301.94038743434504,0.0,2022-01-29 13:30:15.332796812,1643463015332
207,208.0,163.87346178958015,277.3406681003342,0.0,2022-01-29 13:48:37.234571934,1643464117234
208,209.0,120.60490462496709,234.07211093572116,0.0,2022-01-29 14:06:47.600919008,1643465207600
209,210.0,133.42624668230513,246.8934529930592,0.0,2022-01-29 14:25:17.690994263,1643466317690
210,211.0,172.00615880531663,285.4733651160707,0.0,2022-01-29 14:43:51.649015188,1643467431649
211,212.0,122.25922121359747,235.72642752435155,0.0,2022-01-29 15:02:03.272443533,1643468523272
212,213.0,160.21256705211314,273.6797733628672,0.0,2022-01-29 15:20:16.326505184,1643469616326
213,214.0,106.65180193117914,220.11900824193322,0.0,2022-01-29 15:38:38.422078371,1643470718422
214,215.0,147.82101738021046,261.2882236909645,0.0,2022-01-29 15:56:47.802145243,1643471807802
215,216.0,168.8099046830486,282.27711099380264,0.0,2022-01-29 16:14:44.550911188,1643472884550
216,217.0,112.5635542870294,226.03076059778346,0.0,2022-01-29 16:32:58.275718927,1643473978275
217,218.0,125.8623385610347,239.32954487178876,0.0,2022-01-29 16:51:02.827739000,1643475062827
218,219.0,137.89974475810044,251.36695106885452,0.0,2022-01-29 17:09:22.792106628,1643476162792
219,220.0,160.5962256819339,274.063431992688,0.0,2022-01-29 17:27:35.210514784,1643477255210
220,221.0,176.85447019717168,290.32167650792576,0.0,2022-01-29 17:45:51.167855501,1643478351167
221,222.0,111.93774245504007,225.40494876579413,0.0,2022-01-29 18:04:14.270547867,1643479454270
222,223.0,174.7548442918206,288.22205060257465,0.0,2022-01-29 18:22:34.279032230,1643480554279
223,224.0,125.6222731118672,239.08947942262125,0.0,2022-01-29 18:41:03.148779392,1643481663148
224,225.0,192.14763339001348,305.61483970076756,0.0,2022-01-29 18:59:40.205255985,1643482780205
225,226.0,176.2012551453588,289.6684614561129,0.0,2022-01-29 19:18:29.726338863,1643483909726
226,227.0,149.4603523758298,262.9275586865839,0.0,2022-01-29 19:36:41.173639536,1643485001173
227,228.0,175.5788328531681,289.04603916392216,0.0,2022-01-29 19:55:07.024040222,1643486107024
228,229.0,135.10327145738262,248.5704777681367,0.0,2022-01-29 20:13:07.042728901,1643487187042
229,230.0,123.94305368031306,237.4102599910671,0.0,2022-01-29 20:31:30.828592539,1643488290828
230,231.0,78.81162344282751,192.2788297535816,0.0,2022-01-29 20:49:35.095386028,1643489375095
231,232.0,175.83417510057018,289.30138141132426,0.0,2022-01-29 21:07:50.569711685,1643490470569
232,233.0,160.28099238021127,273.74819869096535,0.0,2022-01-29 21:26:22.254049063,1643491582254
233,234.0,139.76055852704135,253.2277648377954,0.0,2022-01-29 21:44:37.346713781,1643492677346
234,235.0,118.42044310885292,231.887649419607,0.0,2022-01-29 22:02:49.970846653,1643493769970
235,236.0,94.13432378648871,207.60153009724277,0.0,2022-01-29 22:21:14.897142410,1643494874897
236,237.0,132.19974430327557,245.66695061402964,0.0,2022-01-29 22:39:36.462260246,1643495976462
237,238.0,151.74202913967696,265.20923545043104,0.0,2022-01-29 22:57:54.291396856,1643497074291
238,239.0,118.57104958929399,192.985573466,0.0,2022-01-29 23:16:05.825355530,1643498165825
239,240.0,117.89731808818621,192.3118419648922,0.0,2022-01-29 23:34:37.693338871,1643499277693
240,241.0,150.40789511270927,224.82241898941527,0.0,2022-01-29 23:52:42.329090595,1643500362329
241,242.0,153.10854181290392,227.52306568960995,0.0,2022-01-30 00:10:53.309990644,1643501453309
242,243.0,103.88091899708999,178.295442873796,0.0,2022-01-30 00:28:57.340433598,1643502537340
243,244.0,151.23221821508483,225.64674209179083,0.0,2022-01-30 00:47:09.067011594,1643503629067
244,245.0,128.8684856953465,203.2830095720525,0.0,2022-01-30 01:05:34.504391193,1643504734504
245,246.0,150.34039893940218,224.7549228161082,0.0,2022-01-30 01:24:05.090517521,1643505845090
246,247.0,165.25273255987713,305.1758409121819,0.0,2022-01-30 01:42:43.198428154,1643506963198
247,248.0,114.93112759422928,254.85423594653406,0.0,2022-01-30 02:00:58.017897844,1643508058017
248,249.0,71.68631436803796,211.60942272034274,0.0,2022-01-30 02:19:20.210257292,1643509160210
249,250.0,145.67116160499643,285.5942699573012,0.0,2022-01-30 02:37:38.253806114,1643510258253
250,251.0,168.7732334350674,308.69634178737215,0.0,2022-01-30 02:56:07.355709314,1643511367355
251,252.0,163.07710928988195,303.0002176421867,0.0,2022-01-30 03:14:09.708819628,1643512449708
252,253.0,97.48888221888862,237.41199057119343,0.0,2022-01-30 03:32:33.634527445,1643513553634
253,254.0,171.31275745447508,311.2358658067799,0.0,2022-01-30 03:50:47.841150284,1643514647841
254,255.0,170.65028822027523,310.57339657258,0.0,2022-01-30 04:09:08.104900360,1643515748104
255,256.0,115.05606741947958,254.97917577178436,0.0,2022-01-30 04:27:14.374727964,1643516834374
256,257.0,140.9247282775528,389.7141350891692,1.0,2022-01-30 04:45:39.571856022,1643517939571
257,258.0,122.95987310244746,371.7492799140639,1.0,2022-01-30 05:04:06.520470381,1643519046520
258,259.0,132.56530843221452,381.3547152438309,1.0,2022-01-30 05:22:37.241968393,1643520157241
259,260.0,159.21470053797526,408.00410734959166,1.0,2022-01-30 05:40:57.086947203,1643521257086
260,261.0,147.50663785993572,396.2960446715521,1.0,2022-01-30 05:59:08.491740704,1643522348491
261,262.0,119.95796977992046,368.74737659153686,1.0,2022-01-30 06:17:14.776129246,1643523434776
262,263.0,156.62727836096767,405.41668517258404,1.0,2022-01-30 06:35:33.297401428,1643524533297
263,264.0,135.23027359758083,384.01968040919724,1.0,2022-01-30 06:53:55.161477089,1643525635161
264,265.0,162.22473220807515,411.0141390196916,1.0,2022-01-30 07:12:08.002147436,1643526728002
265,266.0,119.98718814561876,368.77659495723515,1.0,2022-01-30 07:30:28.977278233,1643527828977
266,267.0,144.9322606172464,284.8553689695512,0.0,2022-01-30 07:48:38.397020340,1643528918397
267,268.0,219.75685328873976,359.67996164104454,0.0,2022-01-30 08:07:12.502659082,1643530032502
268,269.0,146.01878201439325,285.94189036669803,0.0,2022-01-30 08:26:04.606580734,1643531164606
269,270.0,161.8066781546245,301.72978650692926,0.0,2022-01-30 08:44:12.467386246,1643532252467
270,271.0,150.90698102873398,290.83008938103876,0.0,2022-01-30 09:02:06.544763565,1643533326544
271,272.0,179.28123004702456,319.20433839932934,0.0,2022-01-30 09:20:37.242726326,1643534437242
272,273.0,184.02707780645352,323.9501861587583,0.0,2022-01-30 09:39:00.855815649,1643535540855
273,274.0,123.62181115010384,263.5449195024086,0.0,2022-01-30 09:57:16.274965525,1643536636274
274,275.0,206.32063626431034,346.2437446166151,0.0,2022-01-30 10:15:34.250043868,1643537734250
275,276.0,150.78760706672972,290.7107154190345,0.0,2022-01-30 10:34:05.781433344,1643538845781
276,277.0,151.96521043628766,291.8883187885924,0.0,2022-01-30 10:52:17.930794716,1643539937930
277,278.0,109.22251249827411,249.1456208505789,0.0,2022-01-30 11:10:37.017062187,1643541037017
278,279.0,166.7032449033051,306.62635325560984,0.0,2022-01-30 11:29:12.182143927,1643542152182
279,280.0,173.27764521641754,313.20075356872235,0.0,2022-01-30 11:47:30.855181932,1643543250855
280,281.0,185.72131957339874,325.64442792570355,0.0,2022-01-30 12:06:04.354146957,1643544364354
281,282.0,182.5260413716429,322.4491497239477,0.0,2022-01-30 12:24:24.452839851,1643545464452
282,283.0,188.0845613104696,328.0076696627744,0.0,2022-01-30 12:42:25.808460951,1643546545808
283,284.0,170.47187504411679,310.3949833964216,0.0,2022-01-30 13:00:25.392768383,1643547625392
284,285.0,119.54110200702272,259.46421035932747,0.0,2022-01-30 13:18:42.349470139,1643548722349
